reading_order,x,y,w,h,area,area_ratio,fill_ratio,aspect_ratio,label
1,522,134,544,68,36992,0.0082116415646871,0.5693,8.0,headline
2,0,230,1621,2241,3632661,0.806393546118561,0.6065,0.72,text_block
3,1329,727,98,116,11368,0.002523517011985374,0.1714,0.84,text_block
