reading_order,x,y,w,h,area,area_ratio,fill_ratio,aspect_ratio,label
1,405,452,1098,1321,1450458,0.3290838204504801,0.563,0.83,text_block
2,309,1901,1201,464,557264,0.126433558310214,0.5941,2.59,text_block
